seed,n_customers,ngroute_neighborhood_size,ngroute_neighborhood_depots_size,ngroute_neighborhood_charging_size,method,ngroute_alt,time_taken_first,time_taken_total,n_iterations,n_CG_iterations,sp_time_taken_mean_first,sp_time_taken_mean_last,LP_objective_first,LP_objective_last,IP_objective_first,IP_objective_last,LP_IP_gap_first,LP_IP_gap_last
17,16,4,small,small,ours,true,0.373,0.899725458,3,26,0.020600000000000007,0.026333333333333334,735836.6666666667,799980.0,845212.0,801710.0,12.940579799308727,0.21578875154357746
17,16,4,small,small,ours,false,0.438,1.772291792,3,26,0.024600000000000004,0.11366666666666665,735836.6666666667,799980.0,845212.0,801710.0,12.940579799308727,0.21578875154357746
18,16,4,small,small,ours,true,0.509,1.097776167,3,22,0.03591666666666667,0.036,611795.0,663967.0,719764.0,677437.0,15.000611311485434,1.9883767789477091
18,16,4,small,small,ours,false,0.593,2.158175,3,22,0.04275000000000001,0.14833333333333334,611795.0,663967.0,719764.0,677437.0,15.000611311485434,1.9883767789477091
19,16,4,small,small,ours,true,0.399,1.025699,2,25,0.024000000000000007,0.04575000000000001,689036.0,692192.0,692192.0,692192.0,0.45594285978456384,0.0
19,16,4,small,small,ours,false,0.462,1.72003775,2,24,0.031153846153846157,0.10763636363636363,689036.0,692192.0,692192.0,692192.0,0.45594285978456384,0.0
20,16,4,small,small,ours,true,0.292,0.624724375,5,27,0.020250000000000004,0.01825,609971.6666666666,636720.0,707878.0,636720.0,13.830961455693402,0.0
20,16,4,small,small,ours,false,0.297,0.775325583,5,27,0.021000000000000005,0.027500000000000004,609971.6666666666,636720.0,707878.0,636720.0,13.830961455693402,0.0
1,16,4,small,small,benchmark,true,1.443,2.539112417,3,18,0.13379999999999997,0.111,640498.4047619047,674785.5,686313.0,686313.0,6.675466622094472,1.6796272254787525
1,16,4,small,small,benchmark,false,2.12,3.698057041,3,18,0.20130000000000003,0.1775,640498.4047619047,674785.5,686313.0,686313.0,6.675466622094472,1.6796272254787525
2,16,4,small,small,benchmark,true,5.137,5.581319125,2,16,0.5049,0.061833333333333323,905256.0,935864.0,998840.0,935864.0,9.369268351287497,0.0
2,16,4,small,small,benchmark,false,1.069,1.665386625,2,16,0.10049999999999999,0.08750000000000001,905256.0,935864.0,998840.0,935864.0,9.369268351287497,0.0
3,16,4,small,small,benchmark,true,1.844,3.121694541,3,24,0.14466666666666667,0.0974,630433.5,648910.0,655086.0,649010.0,3.763246352387317,0.015408083080381552
3,16,4,small,small,benchmark,false,2.872,4.869491625,3,24,0.23099999999999998,0.15760000000000002,630433.5,648910.0,655086.0,649010.0,3.763246352387317,0.015408083080381552
4,16,4,small,small,benchmark,true,1.943,2.971266083,2,19,0.14076923076923079,0.1375,524486.3333333334,535531.0,535531.0,535531.0,2.062376718932546,0.0
4,16,4,small,small,benchmark,false,2.803,4.434820167,2,19,0.20446153846153842,0.23616666666666666,524486.3333333334,535531.0,535531.0,535531.0,2.062376718932546,0.0
5,16,4,small,small,benchmark,true,27.811,32.799070792,4,31,1.9223571428571429,0.14540000000000003,563581.0,630044.0,792441.0,633472.0,28.880383523820697,0.5411446756920624
5,16,4,small,small,benchmark,false,35.955,42.151416625,4,31,2.499357142857143,0.2178,563581.0,630044.0,792441.0,633472.0,28.880383523820697,0.5411446756920624
6,16,4,small,small,benchmark,true,1.767,2.414200958,2,22,0.10325000000000001,0.08233333333333333,675755.0,705972.0,712344.0,712344.0,5.1364228518805515,0.894511640443385
6,16,4,small,small,benchmark,false,2.463,3.4192955,2,22,0.1455625,0.134,675755.0,705972.0,712344.0,712344.0,5.1364228518805515,0.894511640443385
7,16,4,small,small,benchmark,true,0.706,1.440772417,4,20,0.06500000000000002,0.048,638485.0,694920.0,748444.0,695530.0,14.691680339477632,0.08770290282230642
7,16,4,small,small,benchmark,false,1.009,2.220476625,4,20,0.09549999999999999,0.102,638485.0,694920.0,748444.0,695530.0,14.691680339477632,0.08770290282230642
8,16,4,small,small,benchmark,true,1.672,4.895081958,4,27,0.15769999999999998,0.123,656979.5,678792.0,688562.0,678792.0,4.586732930367932,0.0
8,16,4,small,small,benchmark,false,2.474,8.243682375,4,27,0.23939999999999997,0.275,656979.5,678792.0,688562.0,678792.0,4.586732930367932,0.0
9,16,4,small,small,benchmark,true,1.408,1.815704917,2,14,0.15487499999999998,0.036,659363.3333333334,660230.0,731076.0,660230.0,9.809194484111995,0.0
9,16,4,small,small,benchmark,false,2.213,2.839093917,2,14,0.25525000000000003,0.07416666666666667,659363.3333333334,660230.0,731076.0,660230.0,9.809194484111995,0.0
10,16,4,small,small,benchmark,true,11.703,18.857583,3,29,0.7079375,0.47575,656928.888888889,712946.0,769378.0,713300.0,14.615587021088594,0.04962848731249192
10,16,4,small,small,benchmark,false,16.813,29.138649625,3,29,1.0302499999999999,0.8717499999999999,656928.888888889,712946.0,769378.0,713300.0,14.615587021088594,0.04962848731249192
11,16,4,small,small,benchmark,true,5.503,11.070896958,3,25,0.4152307692307693,0.5052857142857142,597335.3,647118.0,691528.0,647118.0,13.620952441549717,0.0
11,16,4,small,small,benchmark,false,6.772,20.08824575,3,25,0.5089999999999999,1.1721428571428572,597335.3,647118.0,691528.0,647118.0,13.620952441549717,0.0
12,16,4,small,small,benchmark,true,1.119,2.113798333,2,21,0.10299999999999998,0.07663636363636363,568540.0,580077.0,652617.0,580077.0,12.883053919833532,0.0
12,16,4,small,small,benchmark,false,1.534,2.865642708,2,21,0.1397,0.10772727272727273,568540.0,580077.0,652617.0,580077.0,12.883053919833532,0.0
13,16,4,small,small,benchmark,true,1.316,1.801089,2,15,0.10609090909090907,0.08275,716791.5,756618.0,790983.0,761288.0,9.379657969893163,0.6134340748836231
13,16,4,small,small,benchmark,false,1.815,2.510464958,2,15,0.15454545454545454,0.13325,716791.5,756618.0,790983.0,761288.0,9.379657969893163,0.6134340748836231
14,16,4,small,small,benchmark,true,0.875,1.750050958,6,22,0.0816,0.055,770203.3333333334,802301.0,808150.0,808150.0,4.695497947988203,0.7237517787539449
14,16,4,small,small,benchmark,false,1.281,2.482501459,6,22,0.12220000000000002,0.09,770203.3333333334,802301.0,808150.0,808150.0,4.695497947988203,0.7237517787539449
15,16,4,small,small,benchmark,true,1.193,1.827000959,2,15,0.11544444444444443,0.07300000000000001,685822.6923076923,748454.0,777150.0,748454.0,11.751567611440228,0.0
15,16,4,small,small,benchmark,false,1.686,2.597518791,2,15,0.17422222222222222,0.12133333333333333,685822.6923076923,748454.0,777150.0,748454.0,11.751567611440228,0.0
16,16,4,small,small,benchmark,true,1.627,2.226328417,2,21,0.09886666666666666,0.0615,819143.7499999997,840765.0,855100.0,844934.0,4.204917553502552,0.4934113197007095
16,16,4,small,small,benchmark,false,2.127,2.90158275,2,21,0.1322,0.09416666666666666,819143.7499999997,840765.0,855100.0,844934.0,4.204917553502552,0.4934113197007095
17,16,4,small,small,benchmark,true,1.195,2.330293541,3,24,0.08507692307692308,0.067,735836.6666666666,799980.0,820480.0,801710.0,10.316318902756116,0.21578875154357746
17,16,4,small,small,benchmark,false,1.877,3.934371125,3,24,0.13615384615384618,0.14700000000000002,735836.6666666666,799980.0,820480.0,801710.0,10.316318902756116,0.21578875154357746
18,16,4,small,small,benchmark,true,2.09,3.073237958,3,19,0.195,0.08025,611795.0,663967.0,686461.0,678467.0,10.876947124454261,2.1371710046324988
18,16,4,small,small,benchmark,false,2.919,4.431319625,3,19,0.2759000000000001,0.15125,611795.0,663967.0,686461.0,678467.0,10.876947124454261,2.1371710046324988
19,16,4,small,small,benchmark,true,1.428,2.485566625,2,18,0.1315,0.104375,689036.0,692192.0,692192.0,692192.0,0.45594285978456384,0.0
19,16,4,small,small,benchmark,false,1.936,3.429832667,2,18,0.18109999999999998,0.16124999999999998,689036.0,692192.0,692192.0,692192.0,0.45594285978456384,0.0
20,16,4,small,small,benchmark,true,1.118,2.453202375,5,30,0.10329999999999999,0.044,609971.6666666666,636720.0,729090.0,636720.0,16.337946389791846,0.0
20,16,4,small,small,benchmark,false,1.697,3.674812625,5,30,0.1616,0.0775,609971.6666666666,636720.0,729090.0,636720.0,16.337946389791846,0.0
1,16,4,small,medium,ours,true,0.675,1.222099292,3,21,0.047384615384615386,0.05633333333333333,660987.1666666666,674785.5,686313.0,686313.0,3.6901287507789315,1.6796272254787525
1,16,4,small,medium,ours,false,2.606,4.3987025,3,22,0.1835714285714286,0.20866666666666667,660987.1666666666,674785.5,686313.0,686313.0,3.6901287507789315,1.6796272254787525
2,16,4,small,medium,ours,true,0.335,0.35100725,1,10,0.031,0.031,935864.0,935864.0,935864.0,935864.0,0.0,0.0
2,16,4,small,medium,ours,false,0.902,0.91746075,1,10,0.0867,0.0867,935864.0,935864.0,935864.0,935864.0,0.0,0.0
3,16,4,small,medium,ours,true,1.207,1.225290042,1,13,0.08946153846153848,0.08946153846153848,648910.0,648910.0,649010.0,649010.0,0.015408083080381552,0.015408083080381552
