seed,n_customers,ngroute_neighborhood_size,ngroute_neighborhood_depots_size,ngroute_neighborhood_charging_size,method,ngroute_alt,time_taken_first,time_taken_total,time_taken_total_SR3,n_iterations,n_CG_iterations,sp_time_taken_mean_first,sp_time_taken_mean_last,sp_time_taken_mean_last_SR3,LP_objective_first,LP_objective_last,LP_objective_last_SR3,IP_objective_first,IP_objective_last,IP_objective_last_SR3,LP_IP_gap_first,LP_IP_gap_last,LP_IP_gap_last_SR3
4,20,5,small,medium,ours,true,3.926,3.926,320.064,11,42,0.1904,0.1904,39.76199999999999,572250.0,572250.0,595506.8421052631,607276.0,607276.0,607276.0,5.767723407478642,5.767723407478642,0.01938024538222627
4,20,5,small,medium,ours,false,17.027,17.027,46.896,10,40,0.9413888888888888,0.9413888888888888,2.14825,572250.0,572250.0,590064.0,594314.0,594314.0,591041.0,3.7125156062283615,3.7125156062283615,0.0016530156114381578
5,20,5,small,medium,ours,true,6.96,6.96,10.936,2,16,0.4589333333333334,0.4589333333333334,3.972,662756.0,662756.0,666402.0,666402.0,666402.0,666402.0,0.5471172055306006,0.5471172055306006,0.0
5,20,5,small,medium,ours,false,21.371,21.371,27.543999999999997,2,16,1.77425,1.77425,1.5405000000000002,662756.0,662756.0,666402.0,666402.0,666402.0,666402.0,0.5471172055306006,0.5471172055306006,0.0
6,20,5,small,medium,ours,true,1.827,1.827,91.549,10,29,0.1372307692307692,0.1372307692307692,4.7586666666666675,773590.0,773590.0,795166.0,795166.0,795166.0,795166.0,2.713395693477838,2.713395693477838,0.0
6,20,5,small,medium,ours,false,6.663,6.663,15.3,6,26,0.5485000000000001,0.5485000000000001,0.598,773590.0,773590.0,785684.0,813310.0,813310.0,785684.0,4.883746664863331,4.883746664863331,0.0
7,20,5,small,medium,ours,true,1.569,1.569,5.969,4,17,0.12575000000000003,0.12575000000000003,1.237,772846.5714285714,772846.5714285714,775914.0,776074.0,776074.0,776074.0,0.4158660864078234,0.4158660864078234,0.00020616590685940128
7,20,5,small,medium,ours,false,7.386,7.386,14.231,5,25,0.5234285714285714,0.5234285714285714,0.6323333333333333,772846.5714285715,772846.5714285715,775264.0,781020.0,781020.0,779514.0,1.0465069487885725,1.0465069487885725,0.005452115035778693
8,20,5,small,medium,ours,true,6.74,6.74,6.74,1,22,0.3003181818181818,0.3003181818181818,0.3003181818181818,697720.0,697720.0,697720.0,697720.0,697720.0,697720.0,0.0,0.0,0.0
8,20,5,small,medium,ours,false,32.195,32.195,32.195,1,17,1.8865882352941177,1.8865882352941177,1.8865882352941177,697720.0,697720.0,697720.0,697720.0,697720.0,697720.0,0.0,0.0,0.0
9,20,5,small,medium,ours,true,0.91,0.91,0.91,1,12,0.07041666666666668,0.07041666666666668,0.07041666666666668,687293.0,687293.0,687293.0,687293.0,687293.0,687293.0,0.0,0.0,0.0
9,20,5,small,medium,ours,false,7.832,7.832,7.832,1,16,0.483375,0.483375,0.483375,687293.0,687293.0,687293.0,687293.0,687293.0,687293.0,0.0,0.0,0.0
10,20,5,small,medium,ours,true,20.089,20.089,20.089,1,17,1.175823529411765,1.175823529411765,1.175823529411765,804050.0,804050.0,804050.0,804050.0,804050.0,804050.0,0.0,0.0,0.0
10,20,5,small,medium,ours,false,88.768,88.768,88.768,1,17,5.2139411764705885,5.2139411764705885,5.2139411764705885,804050.0,804050.0,804050.0,804050.0,804050.0,804050.0,0.0,0.0,0.0
11,20,5,small,medium,ours,true,2.492,2.492,2.492,1,17,0.14258823529411765,0.14258823529411765,0.14258823529411765,689148.0,689148.0,689148.0,689148.0,689148.0,689148.0,0.0,0.0,0.0
11,20,5,small,medium,ours,false,8.956,8.956,8.956,1,16,0.5540624999999999,0.5540624999999999,0.5540624999999999,689148.0,689148.0,689148.0,689148.0,689148.0,689148.0,0.0,0.0,0.0
12,20,5,small,medium,ours,true,3.113,3.735,12.053999999999998,5,22,0.20373333333333335,0.2046666666666667,2.5025,650921.0,651090.3333333334,656317.0,656317.0,656317.0,656317.0,0.8221636800509469,0.7963631395600967,0.0
12,20,5,small,medium,ours,false,13.85,16.805,32.979,5,27,1.0603846153846155,0.9826666666666667,1.5399999999999998,650921.0,651090.3333333335,656317.0,670856.0,670856.0,656317.0,2.9715766125666288,2.9463352294183065,0.0
13,20,5,small,medium,ours,true,0.854,0.854,3.004,5,15,0.07245454545454544,0.07245454545454544,0.5650000000000001,787478.0,787478.0,792148.0,792148.0,792148.0,792148.0,0.5895362987724528,0.5895362987724528,0.0
13,20,5,small,medium,ours,false,2.918,2.918,4.464,3,15,0.28669999999999995,0.28669999999999995,0.302,787478.0,787478.0,791170.0,792148.0,792148.0,792148.0,0.5895362987724528,0.5895362987724528,0.001234617773446356
14,20,5,small,medium,ours,true,0.746,1.0070000000000001,1.807,4,18,0.06336363636363637,0.0502,0.383,945287.5,949760.0,951740.0,951740.0,951740.0,951740.0,0.6779687729842165,0.20804001092735724,0.0
14,20,5,small,medium,ours,false,3.333,4.016,5.159,4,19,0.27449999999999997,0.22533333333333333,0.29,945287.5,949760.0,951740.0,960770.0,960770.0,951740.0,1.6114678851337993,1.145955847913649,0.0
15,20,5,small,medium,ours,true,1.085,1.085,1.085,1,9,0.11188888888888888,0.11188888888888888,0.11188888888888888,814414.0,814414.0,814414.0,814414.0,814414.0,814414.0,0.0,0.0,0.0
15,20,5,small,medium,ours,false,5.422,5.422,5.422,1,11,0.4889090909090908,0.4889090909090908,0.4889090909090908,814414.0,814414.0,814414.0,814414.0,814414.0,814414.0,0.0,0.0,0.0
16,20,5,small,medium,ours,true,3.064,3.473,10.168999999999999,5,27,0.1567894736842105,0.09924999999999999,1.76,949122.5,956424.0,978525.0,984130.0,984130.0,984130.0,3.5572028085720353,2.8152784693079136,0.005695385772204853
16,20,5,small,medium,ours,false,17.754,21.490000000000002,31.035000000000004,4,42,0.7351666666666666,0.5312857142857143,1.1086,949122.5,956424.0,965155.0,981150.0,981150.0,981150.0,3.2642817102379817,2.520103959639197,0.016302298323396025
17,20,5,small,medium,ours,true,1.615,1.615,2.263,2,13,0.12858333333333336,0.12858333333333336,0.644,990670.0,990670.0,991830.0,991830.0,991830.0,991830.0,0.11695552665275111,0.11695552665275111,0.0
17,20,5,small,medium,ours,false,5.406,5.406,6.785,2,13,0.5363999999999999,0.5363999999999999,0.4573333333333333,990670.0,990670.0,991830.0,991830.0,991830.0,991830.0,0.11695552665275111,0.11695552665275111,0.0
18,20,5,small,medium,ours,true,1.413,1.413,5.802,4,17,0.1212727272727273,0.1212727272727273,0.743,746703.5,746703.5,759057.0,759057.0,759057.0,759057.0,1.6274798862272566,1.6274798862272566,0.0
18,20,5,small,medium,ours,false,8.971,8.971,21.44,8,36,0.5933333333333333,0.5933333333333333,0.67,746703.5,746703.5,754177.4,759057.0,759057.0,759057.0,1.6274798862272566,1.6274798862272566,0.0064285027343137235
19,20,5,small,medium,ours,true,2.637,2.637,2.637,1,14,0.18385714285714286,0.18385714285714286,0.18385714285714286,941693.0,941693.0,941693.0,956456.0,956456.0,956456.0,1.543510626730349,1.543510626730349,0.015435106267303489
19,20,5,small,medium,ours,false,11.846,11.846,11.846,1,15,0.7855333333333333,0.7855333333333333,0.7855333333333333,941693.0,941693.0,941693.0,953862.0,953862.0,953862.0,1.2757610639694161,1.2757610639694161,0.012757610639694161
20,20,5,small,medium,ours,true,1.72,1.72,1.72,1,17,0.09782352941176471,0.09782352941176471,0.09782352941176471,663418.0,663418.0,663418.0,663418.0,663418.0,663418.0,0.0,0.0,0.0
20,20,5,small,medium,ours,false,6.11,6.11,6.11,1,10,0.6053,0.6053,0.6053,663418.0,663418.0,663418.0,663418.0,663418.0,663418.0,0.0,0.0,0.0
1,20,5,small,medium,benchmark,true,4.07,5.089,5.089,2,15,0.32925000000000004,0.3293333333333333,0.3293333333333333,742624.0,745640.0,745640.0,745640.0,745640.0,745640.0,0.4044847379432448,0.0,0.0
1,20,5,small,medium,benchmark,false,6.257,7.651,7.651,2,15,0.5135,0.4603333333333333,0.4603333333333333,742624.0,745640.0,745640.0,745640.0,745640.0,745640.0,0.4044847379432448,0.0,0.0
2,20,5,small,medium,benchmark,true,1.458,1.458,1.458,1,10,0.14059999999999997,0.14059999999999997,0.14059999999999997,1.001764e6,1.001764e6,1.001764e6,1.001764e6,1.001764e6,1.001764e6,0.0,0.0,0.0
2,20,5,small,medium,benchmark,false,2.966,2.966,2.966,1,10,0.28559999999999997,0.28559999999999997,0.28559999999999997,1.001764e6,1.001764e6,1.001764e6,1.001764e6,1.001764e6,1.001764e6,0.0,0.0,0.0
3,20,5,small,medium,benchmark,true,8.546,9.578999999999999,31.265,5,29,0.5588666666666666,0.34,3.7093333333333334,749000.75,749158.0,755704.25,760385.0,760385.0,760385.0,1.4971691971830015,1.4764888839206458,0.0061557631989058725
3,20,5,small,medium,benchmark,false,12.593,14.459,33.428,5,29,0.8288000000000001,0.6173333333333333,2.649,749000.75,749158.0,755704.25,760385.0,760385.0,760385.0,1.4971691971830015,1.4764888839206458,0.0061557631989058725
4,20,5,small,medium,benchmark,true,5.845,5.845,34.849000000000004,10,36,0.37933333333333336,0.37933333333333336,2.9279999999999995,572250.0,572250.0,590064.0,594314.0,594314.0,591041.0,3.7125156062283615,3.7125156062283615,0.0016530156114381578
4,20,5,small,medium,benchmark,false,10.801,10.801,41.795,10,36,0.7105333333333334,0.7105333333333334,2.581,572250.0,572250.0,590064.0,594314.0,594314.0,591041.0,3.7125156062283615,3.7125156062283615,0.0016530156114381578
5,20,5,small,medium,benchmark,true,10.43,10.43,13.683,2,21,0.6050588235294119,0.6050588235294119,0.80975,662756.0,662756.0,666402.0,666402.0,666402.0,666402.0,0.5471172055306006,0.5471172055306006,0.0
5,20,5,small,medium,benchmark,false,14.686,14.686,18.543,2,21,0.8567647058823529,0.8567647058823529,0.9604999999999999,662756.0,662756.0,666402.0,666402.0,666402.0,666402.0,0.5471172055306006,0.5471172055306006,0.0
6,20,5,small,medium,benchmark,true,3.035,3.035,9.659,6,23,0.2935,0.2935,0.807,773590.0,773590.0,785684.0,803545.0,803545.0,785684.0,3.7278559383730814,3.7278559383730814,0.0
6,20,5,small,medium,benchmark,false,4.734,4.734,12.524000000000001,6,23,0.4657,0.4657,0.773,773590.0,773590.0,785684.0,803545.0,803545.0,785684.0,3.7278559383730814,3.7278559383730814,0.0
7,20,5,small,medium,benchmark,true,3.099,3.099,7.353,5,21,0.24449999999999994,0.24449999999999994,0.536,772846.5714285715,772846.5714285715,775264.0,776074.0,776074.0,776074.0,0.4158660864078012,0.4158660864078012,0.0010437149034756565
7,20,5,small,medium,benchmark,false,5.71,5.71,11.310999999999998,5,21,0.46324999999999994,0.46324999999999994,0.665,772846.5714285715,772846.5714285715,775264.0,776074.0,776074.0,776074.0,0.4158660864078012,0.4158660864078012,0.0010437149034756565
8,20,5,small,medium,benchmark,true,10.023,10.023,10.023,1,14,0.7042142857142858,0.7042142857142858,0.7042142857142858,697720.0,697720.0,697720.0,697720.0,697720.0,697720.0,0.0,0.0,0.0
8,20,5,small,medium,benchmark,false,15.663,15.663,15.663,1,14,1.1098571428571427,1.1098571428571427,1.1098571428571427,697720.0,697720.0,697720.0,697720.0,697720.0,697720.0,0.0,0.0,0.0
9,20,5,small,medium,benchmark,true,2.84,2.84,2.84,1,10,0.27370000000000005,0.27370000000000005,0.27370000000000005,687293.0,687293.0,687293.0,687293.0,687293.0,687293.0,0.0,0.0,0.0
9,20,5,small,medium,benchmark,false,5.878,5.878,5.878,1,10,0.573,0.573,0.573,687293.0,687293.0,687293.0,687293.0,687293.0,687293.0,0.0,0.0,0.0
10,20,5,small,medium,benchmark,true,18.262,18.262,18.262,1,12,1.5026666666666664,1.5026666666666664,1.5026666666666664,804050.0,804050.0,804050.0,804050.0,804050.0,804050.0,0.0,0.0,0.0
10,20,5,small,medium,benchmark,false,23.81,23.81,23.81,1,12,1.9664166666666665,1.9664166666666665,1.9664166666666665,804050.0,804050.0,804050.0,804050.0,804050.0,804050.0,0.0,0.0,0.0
11,20,5,small,medium,benchmark,true,8.942,8.942,8.942,1,15,0.5841333333333333,0.5841333333333333,0.5841333333333333,689148.0,689148.0,689148.0,689148.0,689148.0,689148.0,0.0,0.0,0.0
11,20,5,small,medium,benchmark,false,12.672,12.672,12.672,1,15,0.8306666666666664,0.8306666666666664,0.8306666666666664,689148.0,689148.0,689148.0,689148.0,689148.0,689148.0,0.0,0.0,0.0
12,20,5,small,medium,benchmark,true,5.86,6.952,20.418,5,24,0.44000000000000006,0.531,1.773,650921.0000000001,651090.3333333334,656317.0,670856.0,670856.0,656317.0,2.9715766125666176,2.9463352294183287,0.0
12,20,5,small,medium,benchmark,false,9.646,11.022,23.914,5,24,0.7312307692307694,0.6819999999999999,1.6809999999999998,650921.0000000001,651090.3333333334,656317.0,670856.0,670856.0,656317.0,2.9715766125666176,2.9463352294183287,0.0
13,20,5,small,medium,benchmark,true,2.452,3.073,4.854,4,18,0.2167272727272727,0.204,0.495,787478.0,787478.0,791170.0,792148.0,792148.0,792148.0,0.5895362987724528,0.5895362987724528,0.001234617773446356
13,20,5,small,medium,benchmark,false,4.052,5.007999999999999,6.902999999999999,4,18,0.3598181818181818,0.3153333333333333,0.485,787478.0,787478.0,791170.0,792148.0,792148.0,792148.0,0.5895362987724528,0.5895362987724528,0.001234617773446356
14,20,5,small,medium,benchmark,true,1.735,1.939,3.04,4,19,0.152,0.0985,0.179,945287.5,949760.0,951740.0,951740.0,951740.0,951740.0,0.6779687729842165,0.20804001092735724,0.0
14,20,5,small,medium,benchmark,false,3.422,3.8840000000000003,5.849,4,19,0.3052727272727273,0.22799999999999998,0.3345,945287.5,949760.0,951740.0,951740.0,951740.0,951740.0,0.6779687729842165,0.20804001092735724,0.0
15,20,5,small,medium,benchmark,true,3.448,3.448,3.448,1,11,0.30090909090909096,0.30090909090909096,0.30090909090909096,814414.0,814414.0,814414.0,814414.0,814414.0,814414.0,0.0,0.0,0.0
15,20,5,small,medium,benchmark,false,5.291,5.291,5.291,1,11,0.468090909090909,0.468090909090909,0.468090909090909,814414.0,814414.0,814414.0,814414.0,814414.0,814414.0,0.0,0.0,0.0
16,20,5,small,medium,benchmark,true,7.989,10.059,22.084,4,29,0.4895625,0.41059999999999997,1.2983333333333336,949122.5,956424.0,965155.0,985360.0,985360.0,984130.0,3.6775899163757453,2.936591702524971,0.019280989300194062
16,20,5,small,medium,benchmark,false,15.872,19.056,28.554,4,29,0.9824999999999999,0.6312000000000001,1.156,949122.5,956424.0,965155.0,985360.0,985360.0,984130.0,3.6775899163757453,2.936591702524971,0.019280989300194062
17,20,5,small,medium,benchmark,true,3.292,3.292,5.135,2,16,0.29163636363636364,0.29163636363636364,0.36479999999999996,990670.0,990670.0,991830.0,991830.0,991830.0,991830.0,0.11695552665275111,0.11695552665275111,0.0
17,20,5,small,medium,benchmark,false,6.172,6.172,8.981,2,16,0.5533636363636364,0.5533636363636364,0.554,990670.0,990670.0,991830.0,991830.0,991830.0,991830.0,0.11695552665275111,0.11695552665275111,0.0
18,20,5,small,medium,benchmark,true,3.973,3.973,10.235999999999999,8,30,0.253,0.253,0.4935,746703.5,746703.5,754177.4,759057.0,759057.0,759057.0,1.6274798862272566,1.6274798862272566,0.0064285027343137235
18,20,5,small,medium,benchmark,false,6.765,6.765,15.092999999999998,8,30,0.4419333333333333,0.4419333333333333,0.597,746703.5,746703.5,754177.4,759057.0,759057.0,759057.0,1.6274798862272566,1.6274798862272566,0.0064285027343137235
19,20,5,small,medium,benchmark,true,5.874,5.874,5.874,1,14,0.4102142857142858,0.4102142857142858,0.4102142857142858,941693.0,941693.0,941693.0,953862.0,953862.0,953862.0,1.2757610639694161,1.2757610639694161,0.012757610639694161
19,20,5,small,medium,benchmark,false,9.376,9.376,9.376,1,14,0.6618571428571428,0.6618571428571428,0.6618571428571428,941693.0,941693.0,941693.0,953862.0,953862.0,953862.0,1.2757610639694161,1.2757610639694161,0.012757610639694161
20,20,5,small,medium,benchmark,true,3.629,3.629,3.629,1,11,0.31681818181818183,0.31681818181818183,0.31681818181818183,663418.0,663418.0,663418.0,663418.0,663418.0,663418.0,0.0,0.0,0.0
20,20,5,small,medium,benchmark,false,11.326,11.326,11.326,1,11,1.0186363636363636,1.0186363636363636,1.0186363636363636,663418.0,663418.0,663418.0,663418.0,663418.0,663418.0,0.0,0.0,0.0
1,24,5,small,small,ours,true,1.247,3.5469999999999997,6.670999999999999,5,34,0.06241176470588236,0.1552,2.031,768520.2345679011,798843.3333333334,804895.0,806390.0,806390.0,806390.0,4.6962097040016415,0.9358581662305632,0.0018539416411413878
1,24,5,small,small,ours,false,1.448,10.672,25.022000000000002,6,42,0.07576470588235294,0.78475,1.1264999999999998,768520.2345679011,798843.3333333333,804232.5,806390.0,806390.0,806390.0,4.6962097040016415,0.9358581662305743,0.0026755044085368107
2,24,5,small,small,ours,true,0.925,2.154,2.154,2,29,0.042555555555555555,0.10909090909090907,0.10909090909090907,1.0352948125e6,1.065894e6,1.065894e6,1.217044e6,1.065894e6,1.065894e6,14.933657903904873,0.0,0.0
2,24,5,small,small,ours,false,1.052,2.871,2.871,2,28,0.05155555555555556,0.17930000000000001,0.17930000000000001,1.0352948125e6,1.065894e6,1.065894e6,1.217044e6,1.065894e6,1.065894e6,14.933657903904873,0.0,0.0
3,24,5,small,small,ours,true,1.904,2.527,6.542,4,28,0.0901578947368421,0.101,1.3900000000000001,808738.25,833540.0,839875.0,891866.0,891866.0,839875.0,9.32065467233867,6.539771669735139,0.0
3,24,5,small,small,ours,false,2.118,3.354,13.588999999999999,5,38,0.10242105263157895,0.20333333333333334,1.3656666666666666,808738.25,833540.0,839875.0,891866.0,891866.0,839875.0,9.32065467233867,6.539771669735139,0.0
4,24,5,small,small,ours,true,1.336,4.588,432.41499999999996,12,53,0.06605882352941178,0.1642,52.89633333333333,677527.705882353,700731.0,720276.6,826549.0,733479.0,732010.0,18.029335722098384,4.464749502030729,0.0160290159970492
4,24,5,small,small,ours,false,1.684,30.855,104.57199999999999,11,68,0.08811764705882355,1.4574,2.6085000000000003,677527.705882353,700731.0,711416.0,826549.0,720041.0,712393.0,18.029335722098384,2.681791731304195,0.0013714340258818014
5,24,5,small,small,ours,true,6.397,8.869,8.869,2,29,0.2939,0.2713333333333333,0.2713333333333333,721346.5681818181,757242.0,757242.0,977458.0,757242.0,757242.0,26.201783792058777,0.0,0.0
5,24,5,small,small,ours,false,6.518,12.453,12.453,2,29,0.3021000000000001,0.6562222222222223,0.6562222222222223,721346.5681818181,757242.0,757242.0,977458.0,757242.0,757242.0,26.201783792058777,0.0,0.0
6,24,5,small,small,ours,true,1.327,2.127,116.642,10,46,0.06157894736842105,0.06716666666666667,12.150000000000002,798985.0,804850.0,823457.2,848603.0,847650.0,847650.0,5.847021516539542,5.049253819383004,0.02854102518728252
6,24,5,small,small,ours,false,1.691,3.976,8.52,6,42,0.08152631578947368,0.21950000000000003,0.48883333333333334,798985.0,804850.0,814283.0,848603.0,847650.0,814283.0,5.847021516539542,5.049253819383004,0.0
7,24,5,small,small,ours,true,0.615,1.783,5.838,5,30,0.03984615384615386,0.09566666666666666,1.6135,757080.0,810194.0,816290.0,837950.0,816290.0,816290.0,9.650933826600628,0.7467934190054981,0.0
7,24,5,small,small,ours,false,0.693,5.145,11.12,5,35,0.046307692307692314,0.4184999999999999,0.8035000000000001,757080.0,810194.0,816290.0,837950.0,816290.0,816290.0,9.650933826600628,0.7467934190054981,0.0
8,24,5,small,small,ours,true,2.008,4.2090000000000005,4.2090000000000005,3,41,0.06696153846153846,0.14866666666666667,0.14866666666666667,738590.0,755160.0,755160.0,802097.0,755160.0,755160.0,7.917620936121194,0.0,0.0
8,24,5,small,small,ours,false,2.363,25.453,25.453,3,41,0.08134615384615386,1.8151666666666666,1.8151666666666666,738590.0,755160.0,755160.0,802097.0,755160.0,755160.0,7.917620936121194,0.0,0.0
9,24,5,small,small,ours,true,1.565,2.174,2.174,3,32,0.06461904761904763,0.056,0.056,761020.0,789530.0,789530.0,833170.0,789530.0,789530.0,8.659697300670931,0.0,0.0
9,24,5,small,small,ours,false,6.834,8.457,8.457,3,32,0.3132857142857142,0.19133333333333336,0.19133333333333336,761020.0,789530.0,789530.0,833170.0,789530.0,789530.0,8.659697300670931,0.0,0.0
10,24,5,small,small,ours,true,3.503,27.945999999999998,389.919,10,45,0.1703157894736842,1.07975,32.568999999999996,871572.6474622772,913943.3333333334,921795.0,1.04314e6,921795.0,921795.0,16.44720291981161,0.8517801318803642,0.0
10,24,5,small,small,ours,false,4.42,495.636,919.782,6,46,0.21552631578947368,28.149666666666665,41.53566666666667,871572.6474622772,913943.3333333334,919761.25,1.04314e6,940780.0,921795.0,16.44720291981161,2.8525974900259987,0.0022062931562875088
11,24,5,small,small,ours,true,0.954,2.835,2.835,2,26,0.044000000000000004,0.20411111111111108,0.20411111111111108,728681.696969697,767364.0,767364.0,839281.0,767364.0,767364.0,13.177863317566219,0.0,0.0
11,24,5,small,small,ours,false,1.13,46.113,46.113,2,26,0.05594117647058824,4.991555555555555,4.991555555555555,728681.696969697,767364.0,767364.0,839281.0,767364.0,767364.0,13.177863317566219,0.0,0.0
12,24,5,small,small,ours,true,0.94,2.075,2.075,2,21,0.05785714285714286,0.15842857142857145,0.15842857142857145,771722.1249999999,796827.0,796827.0,827125.0,796827.0,796827.0,6.6982469397007804,0.0,0.0
12,24,5,small,small,ours,false,1.108,9.483,9.483,2,26,0.07007142857142859,0.6923333333333331,0.6923333333333331,771722.1249999999,796827.0,796827.0,827125.0,796827.0,796827.0,6.6982469397007804,0.0,0.0
13,24,5,small,small,ours,true,1.08,2.0949999999999998,2.0949999999999998,2,22,0.061000000000000006,0.14171428571428568,0.14171428571428568,774017.5,815678.0,815678.0,857673.0,815678.0,815678.0,9.753775623110439,0.0,0.0
13,24,5,small,small,ours,false,1.228,4.806,4.806,2,22,0.07233333333333335,0.5081428571428571,0.5081428571428571,774017.5,815678.0,815678.0,857673.0,815678.0,815678.0,9.753775623110439,0.0,0.0
14,24,5,small,small,ours,true,0.628,1.115,1.932,4,33,0.029875,0.037,0.26866666666666666,977605.0,984190.0,986170.0,1.015932e6,986170.0,986170.0,3.772595016201874,0.20077674234665333,0.0
14,24,5,small,small,ours,false,0.723,2.23,2.8970000000000002,5,37,0.0375625,0.10257142857142858,0.16200000000000003,977605.0,984190.0,986170.0,1.015932e6,986170.0,986170.0,3.772595016201874,0.20077674234665333,0.0
15,24,5,small,small,ours,true,1.626,2.77,2.77,3,34,0.06513636363636365,0.09375000000000001,0.09375000000000001,821015.7142857146,851960.0,851960.0,923298.0,851960.0,851960.0,11.077927788675535,0.0,0.0
15,24,5,small,small,ours,false,1.776,4.998,4.998,3,34,0.07263636363636364,0.27175,0.27175,821015.7142857146,851960.0,851960.0,923298.0,851960.0,851960.0,11.077927788675535,0.0,0.0
16,24,5,small,small,ours,true,1.822,3.173,3.865,4,33,0.07523809523809524,0.085,0.686,994307.4999999999,1.0719675e6,1.07495e6,1.19714e6,1.07495e6,1.07495e6,16.943089362981777,0.27745476533792557,0.0
16,24,5,small,small,ours,false,2.015,3.866,6.235,5,41,0.08566666666666665,0.125,0.27049999999999996,994307.4999999999,1.0719675e6,1.07495e6,1.19714e6,1.07495e6,1.07495e6,16.943089362981777,0.27745476533792557,0.0
17,24,5,small,small,ours,true,0.835,1.6949999999999998,4.138,4,34,0.046187500000000006,0.0760909090909091,0.3845,979026.6666666667,1.014415e6,1.028971e6,1.110719e6,1.041531e6,1.028971e6,11.856494156787923,2.603475076593975,0.0
17,24,5,small,small,ours,false,0.951,4.191,9.472999999999999,4,36,0.051687500000000004,0.35744444444444445,0.45820000000000005,979026.6666666667,1.014415e6,1.028971e6,1.110719e6,1.041531e6,1.028971e6,11.856494156787923,2.603475076593975,0.0
18,24,5,small,small,ours,true,1.042,1.8010000000000002,13.896,10,33,0.06992307692307694,0.0546,8.349,793946.0,804276.0,816622.0,883288.0,816622.0,816622.0,10.114707773681975,1.5118377903117985,0.0
18,24,5,small,small,ours,false,1.167,2.7830000000000004,21.206000000000003,13,58,0.07930769230769233,0.212,0.7026666666666667,793946.0,804276.0,816316.0,883288.0,816622.0,816622.0,10.114707773681975,1.5118377903117985,0.0003747143721329893
19,24,5,small,small,ours,true,1.478,1.804,1.804,2,25,0.06380000000000001,0.06019999999999999,0.06019999999999999,999141.0,1.015434e6,1.015434e6,1.021034e6,1.015434e6,1.015434e6,2.1441989199184386,0.0,0.0
19,24,5,small,small,ours,false,1.628,2.517,2.517,2,27,0.0708,0.12142857142857141,0.12142857142857141,999141.0,1.015434e6,1.015434e6,1.021034e6,1.015434e6,1.015434e6,2.1441989199184386,0.0,0.0
20,24,5,small,small,ours,true,1.142,3.753,5.9110000000000005,5,44,0.04536363636363636,0.1734,0.674,702990.5,734646.0,738482.5,855908.0,738582.0,738582.0,17.86611411506844,0.532913068555696,0.0001347176075235934
20,24,5,small,small,ours,false,1.359,45.084,65.94600000000001,5,55,0.053909090909090907,1.946818181818182,2.1576666666666666,702990.5,734646.0,738482.5,855908.0,738582.0,738582.0,17.86611411506844,0.532913068555696,0.0001347176075235934
1,24,5,small,small,benchmark,true,7.312,13.735000000000001,26.46,7,40,0.44,0.39099999999999996,1.349,768520.2345679012,798843.3333333333,804232.5,860304.0,806390.0,806390.0,10.668759581740728,0.9358581662305743,0.0026755044085368107
1,24,5,small,small,benchmark,false,12.764,23.912,37.407000000000004,7,40,0.7783125,0.67175,1.4115000000000002,768520.2345679012,798843.3333333333,804232.5,860304.0,806390.0,806390.0,10.668759581740728,0.9358581662305743,0.0026755044085368107
2,24,5,small,small,benchmark,true,7.485,9.535,9.535,2,23,0.44793750000000004,0.2887142857142857,0.2887142857142857,1.0352948125e6,1.065894e6,1.065894e6,1.065894e6,1.065894e6,1.065894e6,2.870753330068465,0.0,0.0
2,24,5,small,small,benchmark,false,13.719,16.842,16.842,2,23,0.8386875,0.442,0.442,1.0352948125e6,1.065894e6,1.065894e6,1.065894e6,1.065894e6,1.065894e6,2.870753330068465,0.0,0.0
3,24,5,small,small,benchmark,true,15.072,17.241,48.41,5,35,0.9085000000000001,0.4284,3.8648,808738.2499999999,833540.0,839875.0,868990.0,868990.0,839875.0,6.933537785244948,4.079448555219278,0.0
3,24,5,small,small,benchmark,false,18.509,21.784,46.133,5,35,1.1248125,0.649,2.6205999999999996,808738.2499999999,833540.0,839875.0,868990.0,868990.0,839875.0,6.933537785244948,4.079448555219278,0.0
4,24,5,small,small,benchmark,true,7.736,18.46,67.31,11,56,0.5227857142857143,0.6831666666666667,3.5222499999999997,677527.7058823531,700731.0,711416.0,790785.0,720041.0,712393.0,14.322134855573498,2.681791731304195,0.0013714340258818014
4,24,5,small,small,benchmark,false,19.351,42.64,100.04899999999999,11,56,1.349142857142857,1.2505,3.4535,677527.7058823531,700731.0,711416.0,790785.0,720041.0,712393.0,14.322134855573498,2.681791731304195,0.0013714340258818014
5,24,5,small,small,benchmark,true,29.556,36.878,36.878,2,28,1.9136666666666668,0.5574615384615385,0.5574615384615385,721346.5681818181,757242.0,757242.0,875981.0,757242.0,757242.0,17.65271527786355,0.0,0.0
5,24,5,small,small,benchmark,false,46.925,57.414,57.414,2,28,3.0733333333333333,0.8008461538461538,0.8008461538461538,721346.5681818181,757242.0,757242.0,875981.0,757242.0,757242.0,17.65271527786355,0.0,0.0
6,24,5,small,small,benchmark,true,11.981,15.162,23.123,6,41,0.6479999999999999,0.349,0.92825,798985.0,804850.0,814283.0,839250.0,838190.0,814283.0,4.79773607387548,3.9776184397332326,0.0
